date,adj_close,volume,ticker
2024-09-19,16.551578521728516,1777900.0,DB
2024-09-20,16.464004516601562,1428100.0,DB
2024-09-23,16.444541931152344,1642500.0,DB
2024-09-24,16.561309814453125,1732700.0,DB
2024-09-25,16.464004516601562,1455000.0,DB
2024-09-26,16.892147064208984,1737900.0,DB
2024-09-27,16.86295509338379,1520100.0,DB
2024-09-30,16.84349250793457,1079100.0,DB
2024-10-01,16.493196487426758,1911500.0,DB
2024-10-02,16.53211784362793,1268800.0,DB
2024-10-03,16.444541931152344,1041400.0,DB
2024-10-04,16.950529098510742,1567800.0,DB
2024-10-07,17.0089111328125,1281900.0,DB
2024-10-08,16.921337127685547,947100.0,DB
2024-10-09,17.02837371826172,1005500.0,DB
2024-10-10,17.115947723388672,1310900.0,DB
2024-10-11,17.29109764099121,1132500.0,DB
2024-10-14,16.979721069335938,4945500.0,DB
2024-10-15,16.775379180908203,1886800.0,DB
2024-10-16,17.057565689086914,896200.0,DB
2024-10-17,17.02837371826172,941100.0,DB
2024-10-18,17.16459846496582,1134400.0,DB
2024-10-21,16.99917984008789,967500.0,DB
2024-10-22,17.096485137939453,1549100.0,DB
2024-10-23,16.85322380065918,2097500.0,DB
2024-10-24,16.658615112304688,1412100.0,DB
2024-10-25,16.386159896850586,1531500.0,DB
2024-10-28,16.668344497680664,1445200.0,DB
2024-10-29,16.541847229003906,1498300.0,DB
2024-10-30,16.298585891723633,1619200.0,DB
2024-10-31,16.48346519470215,2081700.0,DB
2024-11-01,16.590499877929688,1810600.0,DB
2024-11-04,16.658615112304688,1967200.0,DB
2024-11-05,16.911605834960938,1101500.0,DB
2024-11-06,16.84349250793457,3596200.0,DB
2024-11-07,16.765649795532227,2763800.0,DB
2024-11-08,16.20128059387207,2247300.0,DB
2024-11-11,16.726728439331055,1791200.0,DB
2024-11-12,16.30831527709961,1282800.0,DB
2024-11-13,15.958017349243164,2938800.0,DB
2024-11-14,16.279123306274414,1924000.0,DB
2024-11-15,16.52238655090332,1798200.0,DB
2024-11-18,16.63915252685547,1222200.0,DB
2024-11-19,16.337509155273438,1814900.0,DB
2024-11-20,16.31804656982422,1314200.0,DB
2024-11-21,16.34723663330078,1715200.0,DB
2024-11-22,15.763408660888672,2147300.0,DB
2024-11-25,16.03586196899414,1575200.0,DB
2024-11-26,15.860712051391602,980000.0,DB
2024-11-27,15.850983619689941,649100.0,DB
2024-11-29,16.551578521728516,1185000.0,DB
2024-12-02,16.619691848754883,1804200.0,DB
2024-12-03,17.115947723388672,2055200.0,DB
2024-12-04,16.99917984008789,1164800.0,DB
2024-12-05,17.44678497314453,1101900.0,DB
2024-12-06,17.310558319091797,794500.0,DB
2024-12-09,17.222984313964844,785100.0,DB
2024-12-10,17.359209060668945,1886500.0,DB
2024-12-11,17.407861709594727,1051300.0,DB
2024-12-12,17.203521728515625,1215200.0,DB
2024-12-13,17.407861709594727,1120900.0,DB
2024-12-16,17.485706329345703,1221800.0,DB
2024-12-17,17.135408401489258,1107500.0,DB
2024-12-18,16.716997146606445,1623300.0,DB
2024-12-19,16.658615112304688,921700.0,DB
2024-12-20,16.47373390197754,1448200.0,DB
2024-12-23,16.58077049255371,907400.0,DB
2024-12-24,16.716997146606445,246700.0,DB
2024-12-26,16.755918502807617,512700.0,DB
2024-12-27,16.716997146606445,743400.0,DB
2024-12-30,16.658615112304688,682500.0,DB
2024-12-31,16.590499877929688,726500.0,DB
2025-01-02,16.69753646850586,1543100.0,DB
2025-01-03,17.01864242553711,2172200.0,DB
2025-01-06,17.02837371826172,1530000.0,DB
2025-01-07,16.950529098510742,1499100.0,DB
2025-01-08,16.86295509338379,1515600.0,DB
2025-01-10,17.0089111328125,1520400.0,DB
2025-01-13,16.931068420410156,1978200.0,DB
2025-01-14,17.738698959350586,2330800.0,DB
2025-01-15,18.26414680480957,2290700.0,DB
2025-01-16,18.26414680480957,1120900.0,DB
2025-01-17,18.565792083740234,1048800.0,DB
2025-01-21,19.09123992919922,1706700.0,DB
2025-01-22,18.92582130432129,1333700.0,DB
2025-01-23,19.363691329956055,2449400.0,DB
2025-01-24,19.46099853515625,1990100.0,DB
2025-01-27,19.5096492767334,1908300.0,DB
2025-01-28,19.56803321838379,1543100.0,DB
2025-01-29,19.56803321838379,2467900.0,DB
2025-01-30,19.208003997802734,3479200.0,DB
2025-01-31,19.003664016723633,1618800.0,DB
2025-02-03,18.322528839111328,2389300.0,DB
2025-02-04,18.37118148803711,1581100.0,DB
2025-02-05,18.4295654296875,1997000.0,DB
2025-02-06,18.886898040771484,2152300.0,DB
2025-02-07,18.653366088867188,1794500.0,DB
2025-02-10,18.624174118041992,1317200.0,DB
2025-02-11,19.12042999267578,2955500.0,DB
2025-02-12,19.5777645111084,2019900.0,DB
2025-02-13,19.41234588623047,1959100.0,DB
2025-02-14,19.655609130859375,1288000.0,DB
2025-02-18,20.37566566467285,2650900.0,DB
2025-02-19,19.704259872436523,1883200.0,DB
2025-02-20,19.840486526489258,2242900.0,DB
2025-02-21,19.752912521362305,1981900.0,DB
2025-02-24,20.044828414916992,2036300.0,DB
2025-02-25,20.813535690307617,7277900.0,DB
2025-02-26,21.115182876586914,6735200.0,DB
2025-02-27,20.813535690307617,5578900.0,DB
2025-02-28,20.91084098815918,12248900.0,DB
2025-03-03,20.998416900634766,4055900.0,DB
2025-03-04,20.42431640625,8728700.0,DB
2025-03-05,23.236431121826172,10998600.0,DB
2025-03-06,23.35319709777832,7937900.0,DB
2025-03-07,23.50888442993164,4385800.0,DB
2025-03-10,22.59421730041504,8360900.0,DB
2025-03-11,22.54556655883789,6936900.0,DB
2025-03-12,22.75963592529297,4648900.0,DB
2025-03-13,22.360685348510742,3158800.0,DB
2025-03-14,23.5672664642334,4613400.0,DB
2025-03-17,23.30454444885254,4609300.0,DB
2025-03-18,24.258132934570312,5342500.0,DB
2025-03-19,24.1121768951416,3573600.0,DB
2025-03-20,23.499155044555664,3450000.0,DB
2025-03-21,23.576997756958008,2522800.0,DB
2025-03-24,24.092714309692383,2720400.0,DB
2025-03-25,24.569509506225586,2676000.0,DB
2025-03-26,24.02460289001465,3261700.0,DB
2025-03-27,23.8397216796875,3235500.0,DB
2025-03-28,23.314273834228516,2502600.0,DB
2025-03-31,23.18777847290039,2970000.0,DB
2025-04-01,23.372657775878906,2498800.0,DB
2025-04-02,23.68403434753418,2362200.0,DB
2025-04-03,22.26338005065918,3572500.0,DB
2025-04-04,19.918331146240234,7213800.0,DB
2025-04-07,18.974472045898438,19945600.0,DB
2025-04-08,19.315040588378906,7218600.0,DB
2025-04-09,21.45574951171875,7876700.0,DB
2025-04-10,20.92057228088379,5658100.0,DB
2025-04-11,21.815778732299805,4228600.0,DB
2025-04-14,22.477453231811523,3883700.0,DB
2025-04-15,22.905595779418945,2773100.0,DB
2025-04-16,22.71098518371582,2692800.0,DB
2025-04-17,22.837480545043945,2701100.0,DB
2025-04-21,22.642871856689453,1775000.0,DB
2025-04-22,23.67430305480957,3312300.0,DB
2025-04-23,24.199750900268555,3855300.0,DB
2025-04-24,24.520856857299805,2674700.0,DB
2025-04-25,24.997652053833008,2555100.0,DB
2025-04-28,25.046302795410156,2839800.0,DB
2025-04-29,26.058277130126953,5351200.0,DB
2025-04-30,25.503637313842773,4049500.0,DB
2025-05-01,25.68851661682129,2325600.0,DB
2025-05-02,26.077735900878906,3231700.0,DB
2025-05-05,26.262615203857422,3150700.0,DB
2025-05-06,26.01935386657715,2440800.0,DB
2025-05-07,25.95124053955078,2297200.0,DB
2025-05-08,25.990161895751953,3075300.0,DB
2025-05-09,26.642105102539062,1878800.0,DB
2025-05-12,26.749141693115234,2952400.0,DB
2025-05-13,26.76860237121582,2949700.0,DB
2025-05-14,27.031326293945312,2344000.0,DB
2025-05-15,27.46919822692871,4236900.0,DB
2025-05-16,27.118900299072266,2374100.0,DB
2025-05-19,27.79030418395996,5011200.0,DB
2025-05-20,27.702730178833008,2124000.0,DB
2025-05-21,27.683269500732422,3612400.0,DB
2025-05-22,27.6929988861084,4355100.0,DB
2025-05-23,27.25,4170300.0,DB
2025-05-27,28.010000228881836,3269000.0,DB
2025-05-28,27.510000228881836,2691900.0,DB
2025-05-29,27.770000457763672,1878100.0,DB
2025-05-30,27.780000686645508,2623500.0,DB
2025-06-02,27.729999542236328,1864700.0,DB
2025-06-03,27.81999969482422,1924800.0,DB
2025-06-04,27.309999465942383,2226500.0,DB
2025-06-05,28.030000686645508,3412500.0,DB
2025-06-06,28.1299991607666,1542700.0,DB
2025-06-09,28.139999389648438,2042800.0,DB
2025-06-10,27.90999984741211,2248300.0,DB
2025-06-11,28.34000015258789,2118000.0,DB
2025-06-12,28.219999313354492,1885200.0,DB
2025-06-13,27.540000915527344,2805700.0,DB
2025-06-16,28.1200008392334,8186000.0,DB
2025-06-17,27.43000030517578,3314900.0,DB
2025-06-18,27.739999771118164,2442700.0,DB
2025-06-20,27.610000610351562,2452900.0,DB
2025-06-23,27.799999237060547,2846400.0,DB
2025-06-24,29.309999465942383,3498500.0,DB
2025-06-25,29.280000686645508,2645600.0,DB
2025-06-26,29.950000762939453,2612700.0,DB
2025-06-27,30.399999618530273,2350800.0,DB
2025-06-30,29.280000686645508,4334000.0,DB
2025-07-01,28.709999084472656,4204600.0,DB
2025-07-02,29.09000015258789,2938200.0,DB
2025-07-03,29.25,1829700.0,DB
2025-07-07,28.90999984741211,2557300.0,DB
2025-07-08,29.399999618530273,2858800.0,DB
2025-07-09,30.3799991607666,3355000.0,DB
2025-07-10,29.989999771118164,1876400.0,DB
2025-07-11,29.639999389648438,2171600.0,DB
2025-07-14,29.81999969482422,1338900.0,DB
2025-07-15,29.43000030517578,1961200.0,DB
2025-07-16,30.149999618530273,2588600.0,DB
2025-07-17,30.1200008392334,1918600.0,DB
2025-07-18,29.93000030517578,1731100.0,DB
2025-07-21,30.31999969482422,2242400.0,DB
2025-07-22,30.420000076293945,1762000.0,DB
2025-07-23,31.280000686645508,4707900.0,DB
2025-07-24,33.72999954223633,6112800.0,DB
2025-07-25,33.47999954223633,3090500.0,DB
2025-07-28,32.560001373291016,3044800.0,DB
2025-07-29,33.09000015258789,2103300.0,DB
2025-07-30,33.2599983215332,2854700.0,DB
2025-07-31,32.97999954223633,2799900.0,DB
2025-08-01,32.529998779296875,3210800.0,DB
2025-08-04,33.68000030517578,3259300.0,DB
2025-08-05,33.779998779296875,2343400.0,DB
2025-08-06,34.72999954223633,2717900.0,DB
2025-08-07,35.619998931884766,3771500.0,DB
2025-08-08,36.2599983215332,2776100.0,DB
2025-08-11,36.209999084472656,1916000.0,DB
2025-08-12,36.29999923706055,1936200.0,DB
2025-08-13,36.16999816894531,2609300.0,DB
2025-08-14,36.779998779296875,2435500.0,DB
2025-08-15,36.560001373291016,2464500.0,DB
2025-08-18,36.59000015258789,2264100.0,DB
2025-08-19,36.36000061035156,2751400.0,DB
2025-08-20,36.560001373291016,2792600.0,DB
2024-08-21,486.26025390625,917100.0,GS
2024-08-22,487.5237731933594,943800.0,GS
2024-08-23,498.9540100097656,1751800.0,GS
2024-08-26,497.4358825683594,1084200.0,GS
2024-08-27,496.83837890625,977900.0,GS
2024-08-28,492.9891052246094,1568100.0,GS
2024-08-29,499.6200256347656,1566300.0,GS
2024-08-30,502.7235412597656,1838900.0,GS
2024-09-03,480.26971435546875,2373600.0,GS
2024-09-04,483.40283203125,1509400.0,GS
2024-09-05,480.68353271484375,1828300.0,GS
2024-09-06,472.5355224609375,1995600.0,GS
2024-09-09,481.3633728027344,1714200.0,GS
2024-09-10,460.2395935058594,3583100.0,GS
2024-09-11,464.22003173828125,2426500.0,GS
2024-09-12,467.0673522949219,1480500.0,GS
2024-09-13,471.9246520996094,1794500.0,GS
2024-09-16,478.003662109375,1500300.0,GS
2024-09-17,478.23028564453125,1444900.0,GS
2024-09-18,477.43218994140625,1699500.0,GS
2024-09-19,496.39825439453125,3060700.0,GS
2024-09-20,491.0779113769531,4452600.0,GS
2024-09-23,490.0729675292969,953200.0,GS
2024-09-24,490.6739501953125,1035400.0,GS
2024-09-25,483.8954772949219,1763900.0,GS
2024-09-26,489.5902099609375,1378100.0,GS
2024-09-27,491.15673828125,1420100.0,GS
2024-09-30,487.806884765625,1602500.0,GS
2024-10-01,482.9397888183594,1528600.0,GS
2024-10-02,484.73291015625,1445100.0,GS
2024-10-03,478.9297790527344,1290600.0,GS
2024-10-04,487.8561706542969,1721600.0,GS
2024-10-07,487.3241271972656,1173300.0,GS
2024-10-08,489.245361328125,1296700.0,GS
2024-10-09,497.72833251953125,1695900.0,GS
2024-10-10,496.2899169921875,1309000.0,GS
2024-10-11,508.6843566894531,2409700.0,GS
2024-10-14,515.0391845703125,2174900.0,GS
2024-10-15,514.6746826171875,4525400.0,GS
2024-10-16,522.0443115234375,2649000.0,GS
2024-10-17,521.197021484375,2123500.0,GS
2024-10-18,520.704345703125,1779200.0,GS
2024-10-21,510.1622314453125,1752100.0,GS
2024-10-22,510.65484619140625,1588000.0,GS
2024-10-23,509.571044921875,1263200.0,GS
2024-10-24,516.7633666992188,2058200.0,GS
2024-10-25,505.0388488769531,1633200.0,GS
2024-10-28,515.8569946289062,1687100.0,GS
2024-10-29,516.546630859375,1281600.0,GS
2024-10-30,516.6648559570312,1441600.0,GS
2024-10-31,510.1523132324219,2061700.0,GS
2024-11-01,511.6893310546875,1625000.0,GS
2024-11-04,503.9255676269531,1797800.0,GS
2024-11-05,519.1870727539062,2169900.0,GS
2024-11-06,587.1890258789062,8042800.0,GS
2024-11-07,573.5827026367188,4475600.0,GS
2024-11-08,580.568115234375,2714000.0,GS
2024-11-11,593.4552001953125,2510800.0,GS
2024-11-12,583.8490600585938,2392900.0,GS
2024-11-13,585.4549560546875,1763100.0,GS
2024-11-14,579.927734375,1670500.0,GS
2024-11-15,584.7849731445312,2007700.0,GS
2024-11-18,579.31689453125,1848900.0,GS
2024-11-19,572.8043212890625,2217400.0,GS
2024-11-20,573.34619140625,1528600.0,GS
2024-11-21,587.3170166015625,2281900.0,GS
2024-11-22,593.8887329101562,1733700.0,GS
2024-11-25,594.1350708007812,2940800.0,GS
2024-11-26,596.5685424804688,2846500.0,GS
2024-11-27,596.4996337890625,1424500.0,GS
2024-11-29,599.5933227539062,1170200.0,GS
2024-12-02,595.7714233398438,1804100.0,GS
2024-12-03,596.1377563476562,1718100.0,GS
2024-12-04,592.801025390625,1617300.0,GS
2024-12-05,590.9098510742188,1672800.0,GS
2024-12-06,593.7614135742188,1405700.0,GS
2024-12-09,588.2562866210938,1633200.0,GS
2024-12-10,579.2560424804688,2600800.0,GS
2024-12-11,586.7117309570312,2195300.0,GS
2024-12-12,585.7710571289062,1218400.0,GS
2024-12-13,579.7015991210938,1215000.0,GS
2024-12-16,580.543212890625,1713300.0,GS
2024-12-17,569.0081787109375,2314100.0,GS
2024-12-18,544.8192749023438,3271600.0,GS
2024-12-19,548.5223999023438,2753300.0,GS
2024-12-20,560.5128173828125,4515900.0,GS
2024-12-23,565.1466674804688,1519500.0,GS
2024-12-24,577.0380859375,913400.0,GS
2024-12-26,575.4934692382812,1092000.0,GS
2024-12-27,570.493408203125,1486000.0,GS
2024-12-30,567.8892822265625,1265900.0,GS
2024-12-31,566.968505859375,1055800.0,GS
2025-01-02,569.2952880859375,2219000.0,GS
2025-01-03,574.4044189453125,1422600.0,GS
2025-01-06,577.6322631835938,2257000.0,GS
2025-01-07,574.3944702148438,2021900.0,GS
2025-01-08,574.2955322265625,1513400.0,GS
2025-01-10,554.4730224609375,2817900.0,GS
2025-01-13,557.3939819335938,1871200.0,GS
2025-01-14,565.8892822265625,2221900.0,GS
2025-01-15,599.9398193359375,5119800.0,GS
2025-01-16,606.9400634765625,3224500.0,GS
2025-01-17,619.7622680664062,3425200.0,GS
2025-01-21,628.4754028320312,5076700.0,GS
2025-01-22,626.4852294921875,2835700.0,GS
2025-01-23,633.1884155273438,2582700.0,GS
2025-01-24,630.6140747070312,3183500.0,GS
2025-01-27,627.0298461914062,3351700.0,GS
2025-01-28,631.5051879882812,2338000.0,GS
2025-01-29,631.08935546875,1918900.0,GS
2025-01-30,639.3272094726562,1812800.0,GS
2025-01-31,634.07958984375,1995100.0,GS
2025-02-03,626.1288452148438,2102600.0,GS
2025-02-04,627.9208984375,1743400.0,GS
2025-02-05,639.0797119140625,1908200.0,GS
2025-02-06,651.7236328125,2439200.0,GS
2025-02-07,649.4265747070312,2616700.0,GS
2025-02-10,644.109619140625,2351600.0,GS
2025-02-11,640.8519897460938,2711400.0,GS
2025-02-12,642.5946655273438,2295800.0,GS
2025-02-13,642.545166015625,2031800.0,GS
2025-02-14,654.0307006835938,2246000.0,GS
2025-02-18,665.5557861328125,2350100.0,GS
2025-02-19,661.5556640625,1953600.0,GS
2025-02-20,635.9212036132812,3929000.0,GS
2025-02-21,619.4255981445312,3000800.0,GS
2025-02-24,619.9603271484375,3274100.0,GS
2025-02-25,608.841064453125,2885900.0,GS
2025-02-26,611.6729125976562,2001200.0,GS
2025-02-27,601.9993286132812,2396300.0,GS
2025-02-28,619.2035522460938,3337200.0,GS
2025-03-03,602.258056640625,3152300.0,GS
2025-03-04,578.2576904296875,4061000.0,GS
2025-03-05,590.1284790039062,2600600.0,GS
2025-03-06,564.8544311523438,4332300.0,GS
2025-03-07,556.8941040039062,4069600.0,GS
2025-03-10,529.0230102539062,5272100.0,GS
2025-03-11,528.794189453125,4190500.0,GS
2025-03-12,533.052978515625,3078100.0,GS
2025-03-13,522.20703125,2529100.0,GS
2025-03-14,538.7246704101562,2808100.0,GS
2025-03-17,548.60546875,2695600.0,GS
2025-03-18,549.0432739257812,2641000.0,GS
2025-03-19,554.5757446289062,2769800.0,GS
2025-03-20,559.8892211914062,2531300.0,GS
2025-03-21,562.3370361328125,3565600.0,GS
2025-03-24,577.2227783203125,1877700.0,GS
2025-03-25,583.0338745117188,1875500.0,GS
2025-03-26,571.0734252929688,1944200.0,GS
2025-03-27,556.1478271484375,2100900.0,GS
2025-03-28,540.4262084960938,2773100.0,GS
2025-03-31,543.5805053710938,2455100.0,GS
2025-04-01,545.7297973632812,1869600.0,GS
2025-04-02,560.30712890625,2560700.0,GS
2025-04-03,508.69439697265625,5193900.0,GS
2025-04-04,468.474853515625,8105200.0,GS
2025-04-07,463.201171875,6353800.0,GS
2025-04-08,459.9274597167969,4240900.0,GS
2025-04-09,514.306396484375,7024100.0,GS
2025-04-10,487.37066650390625,5374500.0,GS
2025-04-11,491.9876708984375,3770200.0,GS
2025-04-14,501.4803466796875,4392600.0,GS
2025-04-15,505.3709716796875,2501200.0,GS
2025-04-16,496.5747985839844,2765600.0,GS
2025-04-17,506.9630126953125,2593500.0,GS
2025-04-21,498.8733215332031,2859300.0,GS
2025-04-22,517.4109497070312,2514600.0,GS
2025-04-23,526.6846923828125,3048100.0,GS
2025-04-24,542.6650390625,2223600.0,GS
2025-04-25,542.1575927734375,1612700.0,GS
2025-04-28,543.6900024414062,1459700.0,GS
2025-04-29,546.1974487304688,1695600.0,GS
2025-04-30,544.834228515625,2438300.0,GS
2025-05-01,551.0831298828125,2583000.0,GS
2025-05-02,563.292236328125,2883000.0,GS
2025-05-05,556.78466796875,2197200.0,GS
2025-05-06,546.63525390625,2902500.0,GS
2025-05-07,549.1825561523438,1954900.0,GS
2025-05-08,562.8942260742188,1994600.0,GS
2025-05-09,564.2872314453125,1522500.0,GS
2025-05-12,588.4071044921875,3527700.0,GS
2025-05-13,600.815185546875,2765800.0,GS
2025-05-14,608.5665283203125,2874400.0,GS
2025-05-15,612.8452758789062,2428100.0,GS
2025-05-16,615.9597778320312,2021800.0,GS
2025-05-19,609.2630615234375,2842100.0,GS
2025-05-20,603.5117797851562,1601600.0,GS
2025-05-21,590.5165405273438,2635900.0,GS
2025-05-22,595.2628784179688,1939600.0,GS
2025-05-23,595.5713500976562,1530600.0,GS
2025-05-27,612.6760864257812,2364700.0,GS
2025-05-28,605.4222412109375,2001900.0,GS
2025-05-29,601.8599853515625,1736100.0,GS
2025-05-30,600.4500122070312,2129500.0,GS
2025-06-02,598.719970703125,1221200.0,GS
2025-06-03,603.8300170898438,1730300.0,GS
2025-06-04,599.2100219726562,1294900.0,GS
2025-06-05,605.8800048828125,2086700.0,GS
2025-06-06,614.0,1675900.0,GS
2025-06-09,613.52001953125,1610700.0,GS
